"","age","pdays","previous","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","pdays_Specific","month_summer","job.retired","job.student","marital.single","education.university.degree","default.no","contact.cellular","month.apr","month.aug","month.jun","month.mar","month.may","month.nov","month.oct","day_of_week.mon","day_of_week.tue","poutcome.failure","poutcome.nonexistent","age_supervised_bin.1stQuantile","age_supervised_bin.2ndQuantile","campaign_supervised_bin.HIGH","adminManaTechNeg","BlueColServices","job.binned.misc._level_pos.","Education9Y6Y","client_id"
"7753",33,999,0,-1.8,92.893,-46.2,1.281,5099.1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2529
"7754",24,999,0,-3,92.713,-33,0.712,5023.5,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2533
"7755",37,999,0,-1.8,93.075,-47.1,1.41,5099.1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2534
"7756",35,999,0,1.1,93.994,-36.4,4.86,5191,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,2535
"7757",44,999,0,-0.1,93.2,-42,4.191,5195.8,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,2539
"7758",52,999,3,-3.4,92.649,-30.1,0.72,5017.5,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2542
"7759",45,999,0,1.1,93.994,-36.4,4.856,5191,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2545
"7760",35,999,0,1.1,93.994,-36.4,4.859,5191,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,2546
"7761",59,999,0,1.4,93.918,-42.7,4.968,5228.1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2549
"7762",54,999,0,-0.1,93.2,-42,4.191,5195.8,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,2559
"7763",55,999,0,1.4,93.918,-42.7,4.962,5228.1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2560
"7764",52,999,0,1.1,93.994,-36.4,4.859,5191,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2561
"7765",39,999,0,-1.8,92.893,-46.2,1.313,5099.1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2562
"7766",54,999,0,-0.1,93.2,-42,4.021,5195.8,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,2564
"7767",21,999,0,-1.1,94.601,-49.5,1.037,4963.6,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,2565
"7768",27,999,0,-1.8,92.893,-46.2,1.299,5099.1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,2577
"7769",38,999,0,1.1,93.994,-36.4,4.859,5191,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2578
"7770",44,999,0,1.4,93.918,-42.7,4.961,5228.1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,2583
"7771",54,999,0,1.4,93.918,-42.7,4.96,5228.1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2588
"7772",48,999,0,1.4,93.918,-42.7,4.963,5228.1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2594
"7773",59,999,0,1.4,93.918,-42.7,4.963,5228.1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2596
"7774",47,999,0,1.1,93.994,-36.4,4.856,5191,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,2612
"7775",41,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2615
"7776",32,999,0,-1.8,93.075,-47.1,1.415,5099.1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2625
"7777",38,999,0,1.1,93.994,-36.4,4.86,5191,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2628
"7778",35,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2629
"7779",49,999,0,-0.1,93.2,-42,4.076,5195.8,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2634
"7780",43,999,0,1.4,93.918,-42.7,4.968,5228.1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2635
"7781",32,999,0,1.1,93.994,-36.4,4.858,5191,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,2640
"7782",29,999,0,-1.7,94.027,-38.3,0.89,4991.6,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2642
"7783",24,999,0,1.4,93.918,-42.7,4.963,5228.1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2646
"7784",57,999,0,1.4,94.465,-41.8,4.959,5228.1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2647
"7785",50,999,1,-0.1,93.2,-42,4.12,5195.8,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2650
"7786",37,999,0,-1.7,94.055,-39.8,0.739,4991.6,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2651
"7787",25,999,0,-1.8,92.893,-46.2,1.266,5099.1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,2653
"7788",29,999,0,1.4,93.918,-42.7,4.962,5228.1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,2657
"7789",36,999,1,-1.7,94.055,-39.8,0.739,4991.6,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2660
"7790",40,999,0,1.4,93.444,-36.1,4.966,5228.1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,2661
"7791",30,999,0,-0.1,93.2,-42,4.076,5195.8,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,2667
"7792",37,999,0,-0.1,93.2,-42,4.021,5195.8,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,2669
"7793",34,999,0,-1.1,94.767,-50.8,1.05,4963.6,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,2671
"7794",34,999,0,1.1,93.994,-36.4,4.86,5191,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2682
"7795",45,3,2,-3.4,92.379,-29.8,0.797,5017.5,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2687
"7796",31,999,0,-1.8,93.075,-47.1,1.365,5099.1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2693
"7797",40,3,2,-3.4,92.649,-30.1,0.714,5017.5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2694
"7798",42,9,2,-1.8,92.893,-46.2,1.354,5099.1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,2695
"7799",53,999,0,1.4,93.444,-36.1,4.964,5228.1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2699
"7800",58,999,0,-1.8,92.893,-46.2,1.244,5099.1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2702
"7801",35,999,0,1.4,93.918,-42.7,4.962,5228.1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,2703
"7802",40,999,1,-1.8,93.075,-47.1,1.405,5099.1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2704
"7803",49,999,0,1.4,94.465,-41.8,4.961,5228.1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2709
"7804",22,999,0,1.4,93.918,-42.7,4.962,5228.1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2711
"7805",48,999,0,-1.8,92.893,-46.2,1.334,5099.1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2718
"7806",28,999,0,-1.8,92.843,-50,1.531,5099.1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2719
"7807",29,999,0,1.4,93.444,-36.1,4.964,5228.1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2720
"7808",37,999,0,1.1,93.994,-36.4,4.855,5191,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,2721
"7809",29,6,3,-1.7,94.055,-39.8,0.715,4991.6,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2723
"7810",35,999,0,-1.8,92.893,-46.2,1.281,5099.1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2727
"7811",30,999,0,-1.8,92.893,-46.2,1.299,5099.1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,2728
"7812",35,999,0,1.1,93.994,-36.4,4.864,5191,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,2729
"7813",52,999,0,1.4,94.465,-41.8,4.961,5228.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2731
"7814",46,999,0,-0.1,93.2,-42,4.076,5195.8,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2733
"7815",35,999,0,1.1,93.994,-36.4,4.857,5191,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,2734
"7816",81,999,1,-3.4,92.649,-30.1,0.715,5017.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2735
"7817",30,999,0,1.1,93.994,-36.4,4.86,5191,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,2736
"7818",53,999,0,1.4,93.918,-42.7,4.968,5228.1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2737
"7819",56,999,0,1.4,94.465,-41.8,4.961,5228.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2740
"7820",44,999,0,1.4,94.465,-41.8,4.967,5228.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2743
"7821",24,999,0,-3.4,92.431,-26.9,0.722,5017.5,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,2745
"7822",30,999,0,-1.1,94.199,-37.5,0.88,4963.6,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,2753
"7823",35,999,0,-0.1,93.2,-42,4.223,5195.8,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,2755
"7824",41,999,1,-1.8,93.075,-47.1,1.405,5099.1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2757
"7825",40,999,0,1.1,93.994,-36.4,4.857,5191,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2759
"7826",47,999,0,1.4,94.465,-41.8,4.865,5228.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2760
"7827",56,999,0,-1.8,92.893,-46.2,1.27,5099.1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2771
"7828",48,999,0,1.1,93.994,-36.4,4.859,5191,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2782
"7829",30,999,1,-1.8,92.893,-46.2,1.259,5099.1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,2786
"7830",32,999,0,1.4,94.465,-41.8,4.866,5228.1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2787
"7831",46,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2794
"7832",38,999,0,1.4,94.465,-41.8,4.961,5228.1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2798
"7833",34,999,0,-1.8,92.893,-46.2,1.291,5099.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,2801
"7834",30,999,0,1.4,93.444,-36.1,4.962,5228.1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2802
"7835",21,999,0,1.1,93.994,-36.4,4.856,5191,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,2805
"7836",25,4,1,-2.9,92.963,-40.8,1.286,5076.2,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2810
"7837",45,999,0,-3.4,92.379,-29.8,0.797,5017.5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,2818
"7838",53,999,0,1.4,94.465,-41.8,4.961,5228.1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2819
"7839",40,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2820
"7840",37,999,1,-1.8,92.893,-46.2,1.327,5099.1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2825
"7841",38,999,0,1.4,93.918,-42.7,4.962,5228.1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2835
"7842",29,999,0,1.4,93.918,-42.7,4.963,5228.1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2839
"7843",44,999,1,-1.8,93.075,-47.1,1.41,5099.1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2845
"7844",28,999,0,1.4,93.918,-42.7,4.963,5228.1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2846
"7845",32,999,0,1.4,93.918,-42.7,4.962,5228.1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2847
"7846",51,3,1,-1.1,94.601,-49.5,0.965,4963.6,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2850
"7847",54,999,0,1.4,93.918,-42.7,4.962,5228.1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2852
"7848",35,999,0,1.1,93.994,-36.4,4.857,5191,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2853
"7849",35,999,0,1.1,93.994,-36.4,4.857,5191,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2855
"7850",31,999,0,1.1,93.994,-36.4,4.86,5191,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2856
"7851",31,999,0,1.1,93.994,-36.4,4.857,5191,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,2870
"7852",43,999,0,1.4,93.918,-42.7,4.968,5228.1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2872
"7853",43,999,0,1.4,93.918,-42.7,4.961,5228.1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2876
"7854",31,999,0,1.4,93.444,-36.1,4.964,5228.1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2878
"7855",41,999,0,1.4,94.465,-41.8,4.959,5228.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2882
"7856",46,999,0,1.1,93.994,-36.4,4.864,5191,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2886
"7857",43,999,0,1.4,93.918,-42.7,4.962,5228.1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2887
"7858",33,999,0,-1.8,92.893,-46.2,1.266,5099.1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,2890
"7859",44,999,0,1.4,93.918,-42.7,4.962,5228.1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2891
"7860",49,999,0,1.4,93.918,-42.7,4.956,5228.1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2894
"7861",52,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2895
"7862",52,999,0,1.4,94.465,-41.8,4.96,5228.1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2896
"7863",32,999,0,-1.8,93.075,-47.1,1.445,5099.1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2905
"7864",35,999,1,-1.8,92.893,-46.2,1.266,5099.1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,2906
"7865",39,999,0,1.4,94.465,-41.8,4.958,5228.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2907
"7866",67,999,0,-1.7,94.027,-38.3,0.898,4991.6,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2911
"7867",35,999,0,1.4,93.918,-42.7,4.961,5228.1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,2915
"7868",48,8,1,-1.1,94.601,-49.5,0.977,4963.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2917
"7869",29,999,0,1.4,93.444,-36.1,4.967,5228.1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2918
"7870",30,999,0,1.4,93.918,-42.7,4.968,5228.1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,2927
"7871",31,999,0,1.4,93.918,-42.7,4.961,5228.1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,2932
"7872",31,999,0,1.4,94.465,-41.8,4.864,5228.1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,2935
"7873",34,999,0,1.4,93.918,-42.7,4.961,5228.1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,2938
"7874",52,999,0,1.1,93.994,-36.4,4.857,5191,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2941
"7875",60,999,0,1.4,93.918,-42.7,4.961,5228.1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2945
"7876",18,1,2,-1.8,92.893,-46.2,1.259,5099.1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2947
"7877",34,999,0,1.4,93.918,-42.7,4.962,5228.1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2952
"7878",34,999,0,-1.8,93.369,-34.8,0.635,5008.7,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,2957
"7879",54,999,0,1.4,94.465,-41.8,4.865,5228.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,2958
"7880",41,999,0,-1.8,92.893,-46.2,1.291,5099.1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2965
"7881",35,999,0,-1.8,92.893,-46.2,1.264,5099.1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,2966
"7882",35,999,0,1.1,93.994,-36.4,4.858,5191,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2970
"7883",24,999,0,1.4,94.465,-41.8,4.864,5228.1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2971
"7884",41,999,1,-2.9,92.469,-33.6,1.029,5076.2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2981
"7885",29,999,0,1.4,93.444,-36.1,4.964,5228.1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2984
"7886",84,3,1,-1.1,94.601,-49.5,1,4963.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2986
"7887",33,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,2987
"7888",41,999,0,1.4,94.465,-41.8,4.962,5228.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2990
"7889",35,999,0,1.1,93.994,-36.4,4.857,5191,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,2995
"7890",36,999,0,-0.1,93.2,-42,4.12,5195.8,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,2996
"7891",35,999,0,-0.1,93.2,-42,4.12,5195.8,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,3001
"7892",38,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3002
"7893",28,999,0,1.4,94.465,-41.8,4.967,5228.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3003
"7894",27,999,0,-2.9,92.201,-31.4,0.879,5076.2,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3005
"7895",42,999,1,-0.1,93.2,-42,4.191,5195.8,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,3008
"7896",35,999,0,1.4,93.918,-42.7,4.96,5228.1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,3013
"7897",32,999,0,1.4,93.918,-42.7,4.963,5228.1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3014
"7898",39,999,0,1.1,93.994,-36.4,4.857,5191,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,3016
"7899",25,999,0,1.4,93.918,-42.7,4.963,5228.1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3020
"7900",33,999,0,1.4,94.465,-41.8,4.962,5228.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,3026
"7901",52,999,0,1.4,94.465,-41.8,4.962,5228.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3027
"7902",34,999,0,1.1,93.994,-36.4,4.857,5191,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,3029
"7903",36,6,1,-1.8,93.749,-34.6,0.663,5008.7,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3032
"7904",50,999,0,1.4,94.465,-41.8,4.864,5228.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3033
"7905",33,999,0,-1.8,93.749,-34.6,0.642,5008.7,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,3040
"7906",46,999,0,1.4,93.918,-42.7,4.963,5228.1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3041
"7907",49,999,0,1.1,93.994,-36.4,4.857,5191,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,3046
"7908",23,999,0,1.4,93.918,-42.7,4.96,5228.1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,3049
"7909",31,999,0,-3.4,92.379,-29.8,0.803,5017.5,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3053
"7910",26,999,0,-1.8,93.369,-34.8,0.636,5008.7,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3056
