"","age","pdays","previous","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","pdays_Specific","month_summer","job.retired","job.student","marital.single","education.university.degree","default.no","contact.cellular","month.apr","month.aug","month.jun","month.mar","month.may","month.nov","month.oct","day_of_week.mon","day_of_week.tue","poutcome.failure","poutcome.nonexistent","age_supervised_bin.1stQuantile","age_supervised_bin.2ndQuantile","campaign_supervised_bin.HIGH","adminManaTechNeg","BlueColServices","job.binned.misc._level_pos.","Education9Y6Y","client_id","subscribe"
"478",36,999,0,-3.4,92.431,-26.9,0.735,5017.5,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,667,1
"479",44,999,1,-1.8,92.893,-46.2,1.25,5099.1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,668,0
"480",47,999,0,1.4,94.465,-41.8,4.865,5228.1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,670,0
"481",38,999,0,1.1,93.994,-36.4,4.857,5191,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,672,0
"482",34,999,0,1.4,93.444,-36.1,4.967,5228.1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,673,0
"483",51,999,0,1.4,94.465,-41.8,4.959,5228.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,675,0
"484",32,999,0,1.4,93.918,-42.7,4.963,5228.1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,676,0
"485",55,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,679,0
"486",35,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,680,0
"487",48,999,0,1.4,93.444,-36.1,4.965,5228.1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,682,0
"488",42,999,0,1.1,93.994,-36.4,4.857,5191,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,683,0
"489",29,999,0,1.1,93.994,-36.4,4.857,5191,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,684,0
"490",36,999,0,-1.1,94.767,-50.8,1.046,4963.6,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,686,1
"491",40,999,0,1.4,94.465,-41.8,4.959,5228.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,687,0
"492",49,999,0,-0.1,93.2,-42,4.021,5195.8,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,688,0
"493",29,999,0,-1.8,93.075,-47.1,1.41,5099.1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,689,1
"494",33,999,0,1.4,93.918,-42.7,4.963,5228.1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,691,0
"495",43,999,0,-0.1,93.798,-40.4,4.86,5195.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,692,0
"496",43,999,0,1.4,94.465,-41.8,4.967,5228.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,693,0
"497",57,999,0,-2.9,92.963,-40.8,1.252,5076.2,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,695,0
"498",35,999,0,1.4,93.918,-42.7,4.968,5228.1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,696,0
"499",56,999,0,-2.9,92.963,-40.8,1.235,5076.2,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,697,0
"500",42,999,0,1.4,94.465,-41.8,4.959,5228.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,698,0
"501",30,999,0,1.1,93.994,-36.4,4.855,5191,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,699,0
"502",27,999,0,1.1,93.994,-36.4,4.855,5191,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,700,0
"503",34,999,0,1.1,93.994,-36.4,4.857,5191,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,702,0
"504",47,999,0,-1.8,92.893,-46.2,1.266,5099.1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,703,0
"505",39,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,704,0
"506",42,999,0,1.1,93.994,-36.4,4.86,5191,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,706,0
"507",32,999,0,-1.8,92.893,-46.2,1.299,5099.1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,707,0
"508",43,999,0,-3.4,92.649,-30.1,0.715,5017.5,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,710,1
"509",44,999,0,1.4,93.918,-42.7,4.962,5228.1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,713,0
"510",37,999,0,1.4,94.465,-41.8,4.961,5228.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,714,0
"511",41,999,0,1.4,94.465,-41.8,4.866,5228.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,715,0
"512",30,999,0,1.1,93.994,-36.4,4.859,5191,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,717,0
"513",31,999,0,1.4,93.444,-36.1,4.965,5228.1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,718,0
"514",26,999,0,1.4,93.918,-42.7,4.963,5228.1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,719,0
"515",36,999,0,1.4,93.444,-36.1,4.968,5228.1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,720,0
"516",34,999,0,1.4,93.918,-42.7,4.961,5228.1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,721,0
"517",37,999,0,1.4,93.918,-42.7,4.961,5228.1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,723,0
"518",29,999,0,-1.8,92.893,-46.2,1.313,5099.1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,724,0
"519",47,999,0,1.4,93.918,-42.7,4.96,5228.1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,725,0
"520",34,999,1,-1.8,92.893,-46.2,1.299,5099.1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,726,0
"521",24,999,0,1.4,94.465,-41.8,4.961,5228.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,727,0
"522",34,999,0,-1.8,92.893,-46.2,1.25,5099.1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,728,1
"523",34,999,1,-1.8,93.075,-47.1,1.405,5099.1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,730,0
"524",27,999,0,1.4,93.918,-42.7,4.962,5228.1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,731,0
"525",31,999,1,-1.8,92.893,-46.2,1.25,5099.1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,733,0
"526",34,999,1,-1.8,93.075,-47.1,1.405,5099.1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,735,0
"527",36,999,0,1.4,93.444,-36.1,4.966,5228.1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,738,0
"528",55,999,1,-0.1,93.2,-42,4.076,5195.8,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,739,0
"529",37,999,0,-1.8,93.075,-47.1,1.41,5099.1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,740,1
"530",34,999,1,-3.4,92.649,-30.1,0.722,5017.5,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,741,1
"531",33,999,0,1.1,93.994,-36.4,4.855,5191,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,744,0
"532",51,999,0,-0.1,93.2,-42,4.076,5195.8,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,746,0
"533",56,999,0,1.4,94.465,-41.8,4.959,5228.1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,747,0
"534",28,999,0,1.1,93.994,-36.4,4.856,5191,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,749,0
"535",34,999,0,-2.9,92.963,-40.8,1.26,5076.2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,753,0
"536",46,999,1,-0.1,93.2,-42,4.12,5195.8,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,754,0
"537",37,999,0,1.4,94.465,-41.8,4.866,5228.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,755,0
"538",29,999,0,1.4,93.444,-36.1,4.964,5228.1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,756,0
"539",28,999,0,-2.9,92.201,-31.4,0.869,5076.2,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,759,1
"540",51,999,0,1.4,94.465,-41.8,4.962,5228.1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,761,0
"541",49,999,1,-1.8,92.893,-46.2,1.244,5099.1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,763,0
"542",33,999,0,1.1,93.994,-36.4,4.857,5191,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,764,0
"543",54,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,765,0
"544",27,999,0,-1.7,94.055,-39.8,0.761,4991.6,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,766,1
"545",51,999,0,-2.9,92.469,-33.6,0.979,5076.2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,767,0
"546",29,999,0,-2.9,92.963,-40.8,1.26,5076.2,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,768,0
"547",58,999,0,1.4,93.918,-42.7,4.961,5228.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,769,0
"548",35,999,0,1.4,93.444,-36.1,4.968,5228.1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,770,0
"549",41,999,1,-1.8,92.893,-46.2,1.244,5099.1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,771,0
"550",49,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,772,0
"551",42,999,1,-0.1,93.2,-42,4.021,5195.8,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,773,0
"552",30,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,775,0
"553",37,999,0,1.4,93.918,-42.7,4.962,5228.1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,776,0
"554",59,999,0,1.4,93.444,-36.1,4.968,5228.1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,777,0
"555",35,999,0,-1.8,93.075,-47.1,1.466,5099.1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,778,0
"556",42,999,0,1.4,93.444,-36.1,4.964,5228.1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,781,0
"557",32,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,785,0
"558",28,999,0,1.1,93.994,-36.4,4.859,5191,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,787,0
"559",32,999,0,1.4,93.444,-36.1,4.964,5228.1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,791,0
"560",42,999,0,1.1,93.994,-36.4,4.858,5191,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,792,0
"561",34,999,0,-1.8,92.843,-50,1.799,5099.1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,793,1
"562",48,999,0,-1.8,92.893,-46.2,1.334,5099.1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,794,0
"563",30,999,0,1.1,93.994,-36.4,4.855,5191,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,795,0
"564",39,999,1,-1.1,94.767,-50.8,1.05,4963.6,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,796,0
"565",24,999,0,-1.8,92.893,-46.2,1.266,5099.1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,797,0
"566",29,999,0,1.4,94.465,-41.8,4.864,5228.1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,798,0
"567",26,999,0,-1.8,92.893,-46.2,1.344,5099.1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,799,0
"568",74,999,0,-1.1,94.601,-49.5,0.977,4963.6,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,800,0
"569",30,6,1,-2.9,92.201,-31.4,0.883,5076.2,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,801,1
"570",26,999,0,1.4,93.918,-42.7,4.963,5228.1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,803,0
"571",25,999,0,1.4,94.465,-41.8,4.967,5228.1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,804,0
"572",29,999,0,-0.1,93.2,-42,4.076,5195.8,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,806,0
"573",38,999,0,1.4,93.918,-42.7,4.963,5228.1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,809,0
"574",46,999,1,-1.8,93.075,-47.1,1.415,5099.1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,810,0
"575",42,999,0,1.1,93.994,-36.4,4.856,5191,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,812,0
"576",31,999,0,-0.1,93.2,-42,4.076,5195.8,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,814,0
"577",33,999,0,1.4,93.918,-42.7,4.962,5228.1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,815,1
"578",36,999,0,1.4,93.444,-36.1,4.966,5228.1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,816,0
"579",49,999,0,1.4,93.918,-42.7,4.963,5228.1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,817,0
"580",54,999,0,1.1,93.994,-36.4,4.856,5191,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,818,0
"581",42,999,0,-3.4,92.431,-26.9,0.735,5017.5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,822,1
"582",30,999,1,-1.8,92.893,-46.2,1.266,5099.1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,823,0
"583",34,999,0,1.1,93.994,-36.4,4.857,5191,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,826,0
"584",26,999,0,1.4,93.918,-42.7,4.961,5228.1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,827,0
"585",53,999,0,-1.8,92.893,-46.2,1.25,5099.1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,828,0
"586",29,999,0,1.1,93.994,-36.4,4.857,5191,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,830,0
"587",31,999,0,1.4,94.465,-41.8,4.959,5228.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,831,0
"588",34,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,832,0
"589",42,999,0,1.4,94.465,-41.8,4.958,5228.1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,835,0
"590",30,999,0,1.4,93.918,-42.7,4.96,5228.1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,836,0
"591",37,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,838,0
"592",35,999,0,1.1,93.994,-36.4,4.857,5191,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,839,0
"593",43,999,0,1.4,93.918,-42.7,4.962,5228.1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,840,1
"594",32,999,0,1.1,93.994,-36.4,4.86,5191,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,842,0
"595",31,999,0,1.4,93.918,-42.7,4.956,5228.1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,846,0
"596",29,999,0,1.4,93.918,-42.7,4.958,5228.1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,847,1
"597",33,999,1,-3.4,92.431,-26.9,0.74,5017.5,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,850,1
"598",28,6,2,-1.7,94.055,-39.8,0.729,4991.6,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,851,1
"599",32,999,0,-0.1,93.2,-42,4.153,5195.8,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,852,0
"600",38,999,0,1.4,93.918,-42.7,4.962,5228.1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,854,0
"601",53,999,0,1.1,93.994,-36.4,4.857,5191,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,855,1
"602",43,999,0,-1.8,92.893,-46.2,1.281,5099.1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,856,0
"603",38,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,857,0
"604",45,999,0,1.4,93.444,-36.1,4.964,5228.1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,858,0
"605",30,999,0,-1.7,94.215,-40.3,0.884,4991.6,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,859,1
"606",30,999,1,-3.4,92.379,-29.8,0.797,5017.5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,860,0
"607",55,999,0,-0.1,93.2,-42,4.076,5195.8,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,861,0
"608",35,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,862,0
"609",38,999,0,1.4,93.918,-42.7,4.963,5228.1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,863,0
"610",35,999,1,-3.4,92.431,-26.9,0.74,5017.5,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,864,1
"611",46,999,0,1.4,93.918,-42.7,4.96,5228.1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,866,0
"612",56,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,867,0
"613",78,999,1,-1.7,94.215,-40.3,0.84,4991.6,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,868,0
"614",40,999,0,1.4,94.465,-41.8,4.959,5228.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,869,0
"615",43,999,0,1.4,93.918,-42.7,4.961,5228.1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,870,0
"616",45,999,0,1.4,94.465,-41.8,4.959,5228.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,871,0
"617",44,999,0,1.1,93.994,-36.4,4.864,5191,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,873,0
"618",39,999,0,1.4,94.465,-41.8,4.864,5228.1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,874,0
"619",51,999,0,-1.8,92.893,-46.2,1.25,5099.1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,875,0
"620",36,999,0,1.1,93.994,-36.4,4.859,5191,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,876,0
"621",51,999,0,1.4,93.444,-36.1,4.964,5228.1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,877,0
"622",30,999,0,-1.8,92.893,-46.2,1.266,5099.1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,878,0
"623",35,999,0,-0.1,93.2,-42,4.12,5195.8,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,880,0
"624",46,999,0,-0.1,93.2,-42,4.021,5195.8,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,881,0
"625",44,999,0,1.1,93.994,-36.4,4.857,5191,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,882,0
"626",29,999,0,1.4,94.465,-41.8,4.864,5228.1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,883,0
"627",26,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,884,1
"628",25,999,0,1.4,94.465,-41.8,4.865,5228.1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,886,0
"629",50,999,0,1.4,93.444,-36.1,4.964,5228.1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,887,0
"630",30,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,889,0
"631",34,999,0,1.4,93.444,-36.1,4.963,5228.1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,890,0
"632",61,999,1,-3.4,92.431,-26.9,0.73,5017.5,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,891,1
"633",32,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,892,1
"634",36,999,1,-2.9,92.963,-40.8,1.26,5076.2,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,893,1
"635",48,999,0,1.1,93.994,-36.4,4.86,5191,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,894,0
